item_name,brand_id,trandate,qty,amount,subsidiary_id,sales_order_type_id
FRS.00.011.002,277,2018-04-16,2.00000000,19,2,
SVL.00.505.10600.B,277,2018-04-16,3.00000000,118,2,
LEH.11.039.10000.S,277,2018-04-16,3.00000000,118,2,
ALK.00.165.16502,277,2018-04-16,4.00000000,29,2,
SVL.08.501.11200.B,277,2018-04-16,4.00000000,158,2,
SBL.11.249.10000.B,277,2018-04-16,5.00000000,508,2,
HPR.00.220.30100.B,277,2018-04-16,5.00000000,84,2,
SBL.08.297.10002,277,2018-04-16,14.00000000,2009,2,
FRS.00.011.10000.S,277,2018-04-16,21.00000000,828,2,
HPR.00.666.20500,277,2018-04-16,2.00000000,184,2,
NSW.01.004.10400.B,277,2018-04-16,2.00000000,72,2,
BC.ALK.00.732.10400.B,277,2018-04-16,2.00000000,25,2,
GPT.06.525.15000.B,277,2018-04-16,2.00000000,218,2,
BC.TRS.00.401.10100,277,2018-04-16,2.00000000,133,2,
SBL.06.162.10000.B,277,2018-04-16,3.00000000,504,2,
SBL.08.518.10000.B,277,2018-04-16,3.00000000,398,2,
BC.HTA.00.402.10100R,277,2018-04-16,3.00000000,396,2,
BC.ALK.00.732.10000.B,277,2018-04-16,2.00000000,79,2,
GPT.01.622.20000.B,277,2018-04-16,2.00000000,126,2,
GPS.00.308.30201.B,277,2018-04-16,2.00000000,98,2,
MSS.06.564.10000,277,2018-04-16,2.00000000,196,2,
FRS.01.011.80200.S,277,2018-04-16,2.00000000,79,2,
TRT.00.640.12000.B,277,2018-04-16,3.00000000,75,2,
BC.TRS.00.152.1000,277,2018-04-16,3.00000000,59,2,
SVL.00.505.101,277,2018-04-16,3.00000000,118,2,
ALK.00.165.31100.B,277,2018-04-16,4.00000000,186,2,
ALK.TT.00,277,2018-04-16,4.00000000,124,2,
GPT.05.827.20001.B,277,2018-04-16,4.00000000,275,2,
TRT.00.640.14000.B,277,2018-04-16,5.00000000,125,2,
LEH.00.039.22000.20.B,277,2018-04-16,2.00000000,82,2,
FSC.11.748.10000,277,2018-04-16,2.00000000,212,2,
GPT.07.782.40000.B,277,2018-04-16,2.00000000,237,2,
BCK.ALK.165.15000,277,2018-04-16,2.00000000,41,2,
BC.ALK.00.732.10100.B,277,2018-04-16,2.00000000,59,2,
STP.22.176.10200.B,277,2018-04-16,2.00000000,96,2,
LEH.11.039.10201.S,277,2018-04-16,3.00000000,95,2,
BC.TRS.00.401.10000,277,2018-04-16,3.00000000,199,2,
NSW.00.004.13000.B,277,2018-04-16,2.00000000,50,2,
SBL.05.757.10000.B,277,2018-04-16,2.00000000,250,2,
HPS.06.506.10000.B,277,2018-04-16,2.00000000,281,2,
STS.07.102.10500,277,2018-04-16,2.00000000,79,2,
ALK.00.733.15000.B,277,2018-04-16,2.00000000,531,2,
HTA.11.740.80602.B,277,2018-04-16,2.00000000,188,2,
SBL.05.440.10000B,277,2018-04-16,3.00000000,422,2,
FRM.01.824.10000,277,2018-04-16,3.00000000,84,2,
BC.HTA.00.403.10000,277,2018-04-16,3.00000000,124,2,
GPT.06.564.15000.B,277,2018-04-16,3.00000000,230,2,
ALK.00.165.31200.B,277,2018-04-16,4.00000000,76,2,
MSS.01.151.10000,277,2018-04-16,2.00000000,320,2,
SCT.05.174.10000S,277,2018-04-16,2.00000000,45,2,
FRS.11.011.80102.S,277,2018-04-16,2.00000000,78,2,
HTA.06.599.10000,277,2018-04-16,2.00000000,92,2,
SBL.04.430.10000O,277,2018-04-16,3.00000000,470,2,
BC.TRS.00.406.10000,277,2018-04-16,3.00000000,63,2,
BC.WPB.00.002.10001.Y,277,2018-04-16,4.00000000,299,2,
TRT.00.640.30001B,277,2018-04-16,4.00000000,203,2,
BC.HTA.00.402.10100L,277,2018-04-16,4.00000000,529,2,
TRT.00.640.12701B,277,2018-04-16,2.00000000,92,2,
BC.TRE.00.107.2000,277,2018-04-16,2.00000000,305,2,
MSS.07.781.10000.B,277,2018-04-16,2.00000000,340,2,
HPR.00.220.22200.B,277,2018-04-16,2.00000000,218,2,
HPS.07.201.10000.B,277,2018-04-16,2.00000000,234,2,
HPR.00.220.25300.B,277,2018-04-16,2.00000000,179,2,
ALK.00.732.10200.B,277,2018-04-16,2.00000000,99,2,
TRT.00.640.20001,277,2018-04-16,3.00000000,39,2,
STP.08.590.11000.B,277,2018-04-16,3.00000000,323,2,
SBL.07.556.10000.B,277,2018-04-16,4.00000000,627,2,
KFT.01.622.20001.B,277,2018-04-16,4.00000000,720,2,
HPS.05.764.10000.B,277,2018-04-16,5.00000000,747,2,
HPS.01.622.10000.B,277,2018-04-16,5.00000000,703,2,
KFT.00.152.200,277,2018-04-16,6.00000000,97,2,
STS.04.102.10100B,277,2018-04-16,6.00000000,237,2,
SBL.01.622.10002.B,277,2018-04-16,7.00000000,1004,2,
FRS.00.112.10000,277,2018-04-16,4.00000000,189,2,
TRT.00.640.12602B,277,2018-04-16,14.00000000,351,2,
TRT.00.640.12500.B,277,2018-04-16,2.00000000,50,2,
MSS.05.123.100,277,2018-04-16,2.00000000,161,2,
SVL.00.505.10500.B,277,2018-04-16,2.00000000,79,2,
LEH.00.039.22000.30.B,277,2018-04-16,2.00000000,82,2,
FSC.00.127.10000.S,277,2018-04-16,2.00000000,15,2,
BC.ALK.00.732.10600.B,277,2018-04-16,2.00000000,25,2,
KFT.04.333.20001.B,277,2018-04-16,2.00000000,407,2,
MSS.07.781.10200.S,277,2018-04-16,2.00000000,268,2,
HPR.00.220.21800.B,277,2018-04-16,2.00000000,206,2,
GPS.08.646.10700.B,277,2018-04-16,2.00000000,98,2,
ALK.00.733.11000L.B,277,2018-04-16,2.00000000,547,2,
GPS.22.584.10000.B,277,2018-04-16,2.00000000,98,2,
STP.08.590.11200.B,277,2018-04-16,2.00000000,179,2,
BC.HTA.00.401.10000,277,2018-04-16,2.00000000,207,2,
LEH.07.039.12601.S,277,2018-04-16,3.00000000,294,2,
TRT.00.640.30800.B,277,2018-04-16,3.00000000,88,2,
HTA.08.740.80601.B,277,2018-04-16,2.00000000,188,2,
FRS.01.622.10000.B,277,2018-04-16,2.00000000,188,2,
GPT.01.151.20002.B,277,2018-04-16,2.00000000,202,2,
SVL.07.506.10000.B,277,2018-04-16,2.00000000,63,2,
SBL.08.508.100,277,2018-04-16,3.00000000,375,2,
GPT.00.152.20400.B,277,2018-04-16,3.00000000,50,2,
STS.05.102.10001.S,277,2018-04-16,4.00000000,158,2,
GPT.07.558.15000.B,277,2018-04-16,2.00000000,169,2,
GPT.01.151.15001.B,277,2018-04-16,2.00000000,218,2,
SBL.11.485.10000.B,277,2018-04-16,2.00000000,298,2,
BC.WPB.002.10001,277,2018-04-16,3.00000000,206,2,
GPT.00.152.400,277,2018-04-16,3.00000000,72,2,
MSS.08.469.10001.S,277,2018-04-16,3.00000000,291,2,
BC.HTA.00.401.10100L,277,2018-04-16,3.00000000,359,2,
GPS.04.588.10000.B,277,2018-04-16,4.00000000,189,2,
MSS.08.425.10000.S,277,2018-04-16,2.00000000,118,2,
STS.07.102.10600,277,2018-04-16,2.00000000,78,2,
HTA.01.740.80902.B,277,2018-04-16,2.00000000,188,2,
HTA.11.667.10000,277,2018-04-16,2.00000000,92,2,
SBL.06.525.10000.B,277,2018-04-16,3.00000000,398,2,
GPT.00.152.20100.B,277,2018-04-16,3.00000000,36,2,
BC.HTA.00.401.10100R,277,2018-04-16,3.00000000,359,2,
TRT.00.640.20101.B,277,2018-04-16,3.00000000,138,2,
SBL.07.573.10000.B,277,2018-04-16,3.00000000,470,2,
TRT.00.640.30400B,277,2018-04-16,4.00000000,100,2,
SBL.11.553.10000.B,277,2018-04-16,4.00000000,562,2,
STS.01.622.10000,277,2018-04-16,4.00000000,155,2,
STP.06.564.10000.B,277,2018-04-16,3.00000000,230,2,
FRS.05.011.80000.S,277,2018-04-16,4.00000000,158,2,
BC.WPB.001.10001,277,2018-04-16,5.00000000,302,2,
ALK.00.165.16302,277,2018-04-16,5.00000000,84,2,
STP.06.590.10900.B,277,2018-04-16,5.00000000,583,2,
STS.07.592.10001,277,2018-04-16,5.00000000,194,2,
TRT.00.640.11001.B,277,2018-04-16,7.00000000,176,2,
MSS.08.469.10001.B,277,2018-04-16,10.00000000,927,2,
QLS.00.046.10100.B,277,2018-04-16,2.00000000,71,2,
BCK.ALK.00.165.116,277,2018-04-16,2.00000000,36,2,
STP.11.590.10100.B,277,2018-04-16,2.00000000,215,2,
MSS.08.347.10000.B,277,2018-04-16,2.00000000,132,2,
HPS.05.440.10000B,277,2018-04-16,3.00000000,430,2,
HTA.11.740.80502.B,277,2018-04-16,3.00000000,282,2,
FRS.22.011.80001.S,277,2018-04-16,3.00000000,131,2,
TRT.00.640.30502.B,277,2018-04-16,3.00000000,75,2,
STS.07.102.10400.B,277,2018-04-16,4.00000000,158,2,
GPS.04.646.10000.B,277,2018-04-16,5.00000000,245,2,
SVL.06.501.11000.B,277,2018-04-16,5.00000000,197,2,
SBL.07.592.10000.B,277,2018-04-16,5.00000000,664,2,
TRT.00.640.16000.B,277,2018-04-16,6.00000000,151,2,
BC.WPB.001.10001Y,277,2018-04-16,7.00000000,423,2,
BCK.ALK.165.10000,277,2018-04-16,7.00000000,142,2,
KFT.06.145.20002.B,277,2018-04-16,2.00000000,391,2,
BC.WPB.010.10000,277,2018-04-16,2.00000000,118,2,
BCK.GPS.00.010.100,277,2018-04-16,2.00000000,50,2,
MSS.01.381.10000.B,277,2018-04-16,2.00000000,281,2,
MSS.05.296.10001.B,277,2018-04-16,2.00000000,336,2,
HPR.00.220.30000.B,277,2018-04-16,2.00000000,84,2,
BC.LOC.00.002.100,277,2018-04-16,2.00000000,25,2,
SBL.22.577.10001.B,277,2018-04-16,2.00000000,281,2,
BC.WPB.00.016.10000,277,2018-04-16,2.00000000,24,2,
BC.TRS.00.405.10000,277,2018-04-16,2.00000000,50,2,
BC.HTA.00.402.10000,277,2018-04-16,3.00000000,346,2,
HTA.11.743.10000,277,2018-04-16,3.00000000,138,2,
MSS.07.560.10002.S,277,2018-04-16,4.00000000,636,2,
HPS.08.473.10000,277,2018-04-16,6.00000000,635,2,
GPT.07.782.40000.B,277,2018-04-16,1.00000000,195,3,
GPT.06.148.20005.B,277,2018-04-16,1.00000000,186,3,
BC.TRS.00.150.1000,277,2018-04-16,1.00000000,27,3,
MRA.01.077.T.1,221,2018-04-16,1.00000000,159,3,
BC.WPB.00.018.10000,277,2018-04-16,2.00000000,130,3,
BCK.ALK.165.15000,277,2018-04-16,1.00000000,18,3,
HEX.GS911wifi,179,2018-04-16,1.00000000,500,3,
HEX.GS911WIFI.OBD,179,2018-04-16,1.00000000,33,3,
STP.06.176.10800.B,277,2018-04-16,1.00000000,82,3,
MRA.06.066.T.1,221,2018-04-16,1.00000000,195,3,
BC.TRS.00.108.2002,277,2018-04-16,1.00000000,156,3,
GPT.11.747.15000.B,277,2018-04-16,2.00000000,178,2,
SBL.04.539.10000.B,277,2018-04-16,2.00000000,172,2,
SBL.07.775.10000.B,277,2018-04-16,2.00000000,234,2,
MSS.07.512.10000.S,277,2018-04-16,2.00000000,303,2,
STP.06.176.10200.B,277,2018-04-16,2.00000000,108,2,
STP.11.590.10400.B,277,2018-04-16,2.00000000,233,2,
HTA.05.740.80702.B,277,2018-04-16,2.00000000,188,2,
LEH.00.039.24000.30.S,277,2018-04-16,2.00000000,79,2,
LEH.00.039.21000.B,277,2018-04-16,2.00000000,123,2,
NSW.00.004.13000.B,277,2018-04-16,2.00000000,50,2,
SBL.05.757.10000.B,277,2018-04-16,2.00000000,250,2,
HPS.06.506.10000.B,277,2018-04-16,2.00000000,281,2,
STS.07.102.10500,277,2018-04-16,2.00000000,79,2,
ALK.00.733.15000.B,277,2018-04-16,2.00000000,531,2,
HTA.11.740.80602.B,277,2018-04-16,2.00000000,188,2,
LEH.00.039.22000.20.B,277,2018-04-16,2.00000000,82,2,
FSC.11.748.10000,277,2018-04-16,2.00000000,212,2,
GPT.07.782.40000.B,277,2018-04-16,2.00000000,237,2,
BCK.ALK.165.15000,277,2018-04-16,2.00000000,41,2,
BC.ALK.00.732.10100.B,277,2018-04-16,2.00000000,59,2,
STP.22.176.10200.B,277,2018-04-16,2.00000000,96,2,
LEH.11.039.10201.S,277,2018-04-16,3.00000000,95,2,
BC.TRS.00.401.10000,277,2018-04-16,3.00000000,199,2,
STP.06.590.10301.B,277,2018-04-16,2.00000000,200,2,
LEH.00.039.23000.S,277,2018-04-16,2.00000000,123,2,
ALK.00.733.11000R.B,277,2018-04-16,2.00000000,547,2,
BC.WPB.00.020.10000,277,2018-04-16,2.00000000,88,2,
FRS.08.011.80102.S,277,2018-04-16,2.00000000,78,2,
GPT.00.152.430,277,2018-04-16,3.00000000,118,2,
MSS.06.150.10001S,277,2018-04-16,3.00000000,504,2,
GPS.11.823.10000.B,277,2018-04-16,3.00000000,151,2,
BC.LOC.00.003.100,277,2018-04-16,3.00000000,47,2,
GPT.01.622.15001.B,277,2018-04-16,4.00000000,306,2,
GPT.00.152.405,277,2018-04-16,7.00000000,167,2,
TRT.00.640.12500.B,277,2018-04-16,2.00000000,50,2,
MSS.05.123.100,277,2018-04-16,2.00000000,161,2,
SVL.00.505.10500.B,277,2018-04-16,2.00000000,79,2,
LEH.00.039.22000.30.B,277,2018-04-16,2.00000000,82,2,
FSC.00.127.10000.S,277,2018-04-16,2.00000000,15,2,
BC.ALK.00.732.10600.B,277,2018-04-16,2.00000000,25,2,
FRS.01.622.10000.B,277,2018-04-16,2.00000000,188,2,
SBL.01.331.10000.B,277,2018-04-16,3.00000000,305,2,
SBL.07.783.10001B,277,2018-04-16,3.00000000,517,2,
MSS.05.440.10000,277,2018-04-16,3.00000000,481,2,
SCT.07.174.10500.B,277,2018-04-16,3.00000000,81,2,
STS.11.102.10000.S,277,2018-04-16,4.00000000,131,2,
GPT.06.506.15000B,277,2018-04-16,2.00000000,234,2,
SBL.08.274.100,277,2018-04-16,2.00000000,258,2,
SBL.05.674.10000.B,277,2018-04-16,2.00000000,250,2,
SBL.07.783.10100,277,2018-04-16,2.00000000,446,2,
FSC.07.781.10000,277,2018-04-16,2.00000000,212,2,
ALK.00.733.10000L.B,277,2018-04-16,2.00000000,563,2,
SBL.22.584.10000.B,277,2018-04-16,2.00000000,313,2,
STS.06.525.10000,277,2018-04-16,2.00000000,79,2,
STS.22.577.10000,277,2018-04-16,2.00000000,78,2,
HTA.11.743.11000,277,2018-04-16,2.00000000,92,2,
STS.04.792.10000,277,2018-04-16,2.00000000,69,2,
BC.TRS.00.201.1000,277,2018-04-16,3.00000000,219,2,
STP.01.590.10700B,277,2018-04-16,3.00000000,300,2,
HTA.07.512.11000,277,2018-04-16,3.00000000,138,2,
BC.TRS.00.150.1000,277,2018-04-16,4.00000000,88,2,
FRS.00.112.10000,277,2018-04-16,4.00000000,189,2,
TRT.00.640.12602B,277,2018-04-16,14.00000000,351,2,
KFT.00.152.205,277,2018-04-16,2.00000000,32,2,
BC.TRS.00.151.1000,277,2018-04-16,2.00000000,56,2,
SBL.07.512.10000B,277,2018-04-16,2.00000000,298,2,
SBL.07.788.10001B,277,2018-04-16,2.00000000,313,2,
HPS.07.280.100,277,2018-04-16,2.00000000,299,2,
LEH.07.039.12601.B,277,2018-04-16,2.00000000,196,2,
SBL.06.162.10000.B,277,2018-04-16,2.00000000,336,2,
HPR.00.666.20500,277,2018-04-16,2.00000000,184,2,
NSW.01.004.10400.B,277,2018-04-16,2.00000000,72,2,
BC.ALK.00.732.10400.B,277,2018-04-16,2.00000000,25,2,
BC.TRS.00.401.10100,277,2018-04-16,2.00000000,133,2,
SBL.08.518.10000.B,277,2018-04-16,3.00000000,398,2,
BC.HTA.00.402.10100R,277,2018-04-16,3.00000000,396,2,
BC.ALK.00.732.10000.B,277,2018-04-16,2.00000000,79,2,
GPT.01.622.20000.B,277,2018-04-16,2.00000000,126,2,
GPS.00.308.30201.B,277,2018-04-16,2.00000000,98,2,
MSS.06.564.10000,277,2018-04-16,2.00000000,196,2,
TRT.00.640.12000.B,277,2018-04-16,3.00000000,75,2,
BC.TRS.00.152.1000,277,2018-04-16,3.00000000,59,2,
ALK.TT.00,277,2018-04-16,3.00000000,93,2,
SVL.00.505.101,277,2018-04-16,3.00000000,118,2,
TRT.00.640.14000.B,277,2018-04-16,4.00000000,100,2,
GPT.00.152.20100.B,277,2018-04-16,2.00000000,24,2,
MSS.08.425.10000.S,277,2018-04-16,2.00000000,118,2,
STS.07.102.10600,277,2018-04-16,2.00000000,78,2,
HTA.01.740.80902.B,277,2018-04-16,2.00000000,188,2,
HTA.11.667.10000,277,2018-04-16,2.00000000,92,2,
SBL.06.525.10000.B,277,2018-04-16,3.00000000,398,2,
BC.HTA.00.401.10100R,277,2018-04-16,3.00000000,359,2,
MSS.01.151.10000,277,2018-04-16,2.00000000,320,2,
SCT.05.174.10000S,277,2018-04-16,2.00000000,45,2,
FRS.11.011.80102.S,277,2018-04-16,2.00000000,78,2,
HTA.06.599.10000,277,2018-04-16,2.00000000,92,2,
TRT.00.640.30001B,277,2018-04-16,3.00000000,152,2,
SBL.04.430.10000O,277,2018-04-16,3.00000000,470,2,
BC.TRS.00.406.10000,277,2018-04-16,3.00000000,63,2,
BC.WPB.00.002.10001.Y,277,2018-04-16,4.00000000,299,2,
BC.HTA.00.402.10100L,277,2018-04-16,4.00000000,529,2,
QLS.00.046.10100.B,277,2018-04-16,2.00000000,71,2,
BCK.ALK.00.165.116,277,2018-04-16,2.00000000,36,2,
STP.11.590.10100.B,277,2018-04-16,2.00000000,215,2,
MSS.08.347.10000.B,277,2018-04-16,2.00000000,132,2,
HPS.05.440.10000B,277,2018-04-16,3.00000000,430,2,
HTA.11.740.80502.B,277,2018-04-16,3.00000000,282,2,
ALK.00.165.31100.B,277,2018-04-16,4.00000000,186,2,
GPT.05.827.20001.B,277,2018-04-16,4.00000000,275,2,
STS.05.440.10000B,277,2018-04-16,2.00000000,79,2,
SBL.08.722.10000.B,277,2018-04-16,2.00000000,281,2,
SVL.00.504.102,277,2018-04-16,2.00000000,79,2,
FRS.00.011.002,277,2018-04-16,2.00000000,19,2,
ALK.00.165.16502,277,2018-04-16,3.00000000,21,2,
SVL.00.505.10600.B,277,2018-04-16,3.00000000,118,2,
LEH.11.039.10000.S,277,2018-04-16,3.00000000,118,2,
SVL.08.501.11200.B,277,2018-04-16,4.00000000,158,2,
SBL.11.249.10000.B,277,2018-04-16,5.00000000,508,2,
HPR.00.220.30100.B,277,2018-04-16,5.00000000,84,2,
SBL.08.297.10002,277,2018-04-16,14.00000000,2009,2,
FRS.00.011.10000.S,277,2018-04-16,21.00000000,828,2,
GPT.07.558.15000.B,277,2018-04-16,2.00000000,169,2,
GPT.01.151.15001.B,277,2018-04-16,2.00000000,218,2,
SBL.11.485.10000.B,277,2018-04-16,2.00000000,298,2,
BC.WPB.002.10001,277,2018-04-16,3.00000000,206,2,
GPT.00.152.400,277,2018-04-16,3.00000000,72,2,
MSS.08.469.10001.S,277,2018-04-16,3.00000000,291,2,
BC.HTA.00.401.10100L,277,2018-04-16,3.00000000,359,2,
GPS.04.588.10000.B,277,2018-04-16,4.00000000,189,2,
ALK.00.733.11000L.B,277,2018-04-16,2.00000000,547,2,
STP.08.590.11200.B,277,2018-04-16,2.00000000,179,2,
BC.HTA.00.401.10000,277,2018-04-16,2.00000000,207,2,
LEH.07.039.12601.S,277,2018-04-16,3.00000000,294,2,
TRT.00.640.30800.B,277,2018-04-16,3.00000000,88,2,
SBL.05.440.10000B,277,2018-04-16,3.00000000,422,2,
FRM.01.824.10000,277,2018-04-16,3.00000000,84,2,
BC.HTA.00.403.10000,277,2018-04-16,3.00000000,124,2,
GPT.06.564.15000.B,277,2018-04-16,3.00000000,230,2,
ALK.00.165.31200.B,277,2018-04-16,4.00000000,76,2,
GPT.01.151.20002.B,277,2018-04-16,2.00000000,202,2,
SVL.07.506.10000.B,277,2018-04-16,2.00000000,63,2,
SBL.08.508.100,277,2018-04-16,3.00000000,375,2,
GPT.00.152.20400.B,277,2018-04-16,3.00000000,50,2,
STS.05.102.10001.S,277,2018-04-16,3.00000000,118,2,
FRS.22.011.80001.S,277,2018-04-16,3.00000000,131,2,
TRT.00.640.30502.B,277,2018-04-16,3.00000000,75,2,
STS.07.102.10400.B,277,2018-04-16,4.00000000,158,2,
SBL.07.592.10000.B,277,2018-04-16,4.00000000,531,2,
TRT.00.640.16000.B,277,2018-04-16,5.00000000,125,2,
GPS.04.646.10000.B,277,2018-04-16,5.00000000,245,2,
SVL.06.501.11000.B,277,2018-04-16,5.00000000,197,2,
BC.WPB.001.10001Y,277,2018-04-16,7.00000000,423,2,
BCK.ALK.165.10000,277,2018-04-16,7.00000000,142,2,
TRT.00.640.12701B,277,2018-04-16,2.00000000,92,2,
BC.TRE.00.107.2000,277,2018-04-16,2.00000000,305,2,
MSS.07.781.10000.B,277,2018-04-16,2.00000000,340,2,
HPS.07.201.10000.B,277,2018-04-16,2.00000000,234,2,
HPR.00.220.25300.B,277,2018-04-16,2.00000000,179,2,
ALK.00.732.10200.B,277,2018-04-16,2.00000000,99,2,
TRT.00.640.20001,277,2018-04-16,3.00000000,39,2,
STP.08.590.11000.B,277,2018-04-16,3.00000000,323,2,
SBL.07.556.10000.B,277,2018-04-16,4.00000000,627,2,
KFT.01.622.20001.B,277,2018-04-16,4.00000000,720,2,
HPS.05.764.10000.B,277,2018-04-16,5.00000000,747,2,
HPS.01.622.10000.B,277,2018-04-16,5.00000000,703,2,
KFT.00.152.200,277,2018-04-16,6.00000000,97,2,
STS.04.102.10100B,277,2018-04-16,6.00000000,237,2,
SBL.01.622.10002.B,277,2018-04-16,7.00000000,1004,2,
SBL.07.573.10000.B,277,2018-04-16,3.00000000,470,2,
STS.01.622.10000,277,2018-04-16,3.00000000,117,2,
TRT.00.640.30400B,277,2018-04-16,4.00000000,100,2,
SBL.11.553.10000.B,277,2018-04-16,4.00000000,562,2,
TRT.00.640.20101.B,277,2018-04-16,3.00000000,138,2,
STP.06.564.10000.B,277,2018-04-16,3.00000000,230,2,
ALK.00.165.16302,277,2018-04-16,4.00000000,67,2,
FRS.05.011.80000.S,277,2018-04-16,4.00000000,158,2,
BC.WPB.001.10001,277,2018-04-16,5.00000000,302,2,
STP.06.590.10900.B,277,2018-04-16,5.00000000,583,2,
STS.07.592.10001,277,2018-04-16,5.00000000,194,2,
TRT.00.640.11001.B,277,2018-04-16,6.00000000,151,2,
MSS.08.469.10001.B,277,2018-04-16,10.00000000,927,2,
KFT.06.145.20002.B,277,2018-04-16,2.00000000,391,2,
BC.WPB.010.10000,277,2018-04-16,2.00000000,118,2,
BCK.GPS.00.010.100,277,2018-04-16,2.00000000,50,2,
MSS.01.381.10000.B,277,2018-04-16,2.00000000,281,2,
BC.LOC.00.002.100,277,2018-04-16,2.00000000,25,2,
